word,df,raw_tf,tfidf,tf,idf
indicate,48,49,0.0059209803539924553,4.891820298110627,0.0012103838639124422
begun,48,49,0.0059209803539924553,4.891820298110627,0.0012103838639124422
dozen,45,62,0.0059194703253678442,5.127134385045092,0.0011545377750647322
employment,45,62,0.0059194703253678442,5.127134385045092,0.0011545377750647322
cities,45,62,0.0059194703253678442,5.127134385045092,0.0011545377750647322
pharmaceutical,46,57,0.0059175545000217976,5.04305126783455,0.001173407563346615
tumbled,47,52,0.0059019922121364551,4.951243718581427,0.0011920221559659813
attract,47,52,0.0059019922121364551,4.951243718581427,0.0011920221559659813
abroad,46,56,0.0058967856823853243,5.02535169073515,0.001173407563346615
s.a.,46,56,0.0058967856823853243,5.02535169073515,0.001173407563346615
volatile,46,56,0.0058967856823853243,5.02535169073515,0.001173407563346615
unable,48,48,0.005896023101476887,4.871201010907891,0.0012103838639124422
46,48,48,0.005896023101476887,4.871201010907891,0.0012103838639124422
"5,000",45,60,0.0058816132362810207,5.0943445622221,0.0011545377750647322
army,45,60,0.0058816132362810207,5.0943445622221,0.0011545377750647322
costly,47,51,0.0058788454235683407,4.931825632724326,0.0011920221559659813
condition,47,51,0.0058788454235683407,4.931825632724326,0.0011920221559659813
1970s,47,51,0.0058788454235683407,4.931825632724326,0.0011920221559659813
85,47,51,0.0058788454235683407,4.931825632724326,0.0011920221559659813
warned,47,51,0.0058788454235683407,4.931825632724326,0.0011920221559659813
korea,42,77,0.0058588085317596615,5.343805421853684,0.0010963738514504764
jersey,44,64,0.0058574498243483949,5.1588830833596715,0.0011354104618579162
easily,47,50,0.0058552402530849578,4.912023005428146,0.0011920221559659813
discovered,46,54,0.005854111613654121,4.9889840465642745,0.001173407563346615
hotel,43,69,0.0058413846884912742,5.23410650459726,0.0011160232760568829
quake,39,103,0.0058366111949324229,5.634728988229636,0.0010358282016978099
australia,40,92,0.0058325478114184164,5.5217885770490405,0.0010562787274509254
extended,46,53,0.0058321781234025802,4.970291913552122,0.001173407563346615
underlying,46,53,0.0058321781234025802,4.970291913552122,0.001173407563346615
looks,46,53,0.0058321781234025802,4.970291913552122,0.001173407563346615
style,46,53,0.0058321781234025802,4.970291913552122,0.001173407563346615
resulting,47,49,0.0058311581783519785,4.891820298110627,0.0011920221559659813
p.m.,43,68,0.0058250920885347815,5.219507705176107,0.0011160232760568829
guilty,43,68,0.0058250920885347815,5.219507705176107,0.0011160232760568829
settle,45,57,0.0058223931903030783,5.04305126783455,0.0011545377750647322
piece,45,57,0.0058223931903030783,5.04305126783455,0.0011545377750647322
resolution,45,57,0.0058223931903030783,5.04305126783455,0.0011545377750647322
utility,44,62,0.0058214020201316505,5.127134385045092,0.0011354104618579162
choice,46,52,0.0058098268273558658,4.951243718581427,0.001173407563346615
basic,46,52,0.0058098268273558658,4.951243718581427,0.001173407563346615
newly,46,52,0.0058098268273558658,4.951243718581427,0.001173407563346615
specialty,46,52,0.0058098268273558658,4.951243718581427,0.001173407563346615
client,43,67,0.0058085581079617846,5.204692619390966,0.0011160232760568829
*ich*-4,47,48,0.0058065795311660912,4.871201010907891,0.0011920221559659813
temporarily,47,48,0.0058065795311660912,4.871201010907891,0.0011920221559659813
calif,47,48,0.0058065795311660912,4.871201010907891,0.0011920221559659813
invest,45,56,0.00580195835993915,5.02535169073515,0.0011545377750647322
finding,45,56,0.00580195835993915,5.02535169073515,0.0011545377750647322
junk-bond,42,73,0.0058003213934343968,5.290459441148391,0.0010963738514504764
intends,46,51,0.0057870414985454295,4.931825632724326,0.001173407563346615
promise,46,51,0.0057870414985454295,4.931825632724326,0.001173407563346615
consecutive,46,51,0.0057870414985454295,4.931825632724326,0.001173407563346615
bell,40,88,0.0057855943602171458,5.477336814478207,0.0010562787274509254
continental,42,72,0.0057851987557238707,5.276666119016055,0.0010963738514504764
34,47,47,0.0057814834009436572,4.850147601710058,0.0011920221559659813
reporting,45,55,0.0057811553146860954,5.007333185232471,0.0011545377750647322
worst,46,50,0.0057638049459019583,4.912023005428146,0.001173407563346615
entered,45,54,0.0057599705409537615,4.9889840465642745,0.0011545377750647322
matters,45,54,0.0057599705409537615,4.9889840465642745,0.0011545377750647322
regular,45,54,0.0057599705409537615,4.9889840465642745,0.0011545377750647322
truck,43,64,0.0057574335994854944,5.1588830833596715,0.0011160232760568829
older,44,58,0.0057456799358101733,5.060443010546419,0.0011354104618579162
february,44,58,0.0057456799358101733,5.060443010546419,0.0011354104618579162
shortly,46,49,0.005740098936335503,4.891820298110627,0.001173407563346615
rapidly,46,49,0.005740098936335503,4.891820298110627,0.001173407563346615
calling,46,49,0.005740098936335503,4.891820298110627,0.001173407563346615
meetings,45,53,0.0057383897672946974,4.970291913552122,0.0011545377750647322
1980s,45,53,0.0057383897672946974,4.970291913552122,0.0011545377750647322
ads,39,93,0.0057308225837071521,5.532599493153256,0.0010358282016978099
1\/8,36,133,0.0057303402111933384,5.890349128221754,0.0009728354103389589
francs,37,117,0.0057282290477044615,5.762173934797756,0.00099410901380669859
rating,40,83,0.0057238060614627894,5.418840607796598,0.0010562787274509254
devices,43,62,0.0057220013131819153,5.127134385045092,0.0011160232760568829
politics,45,52,0.0057163979066542315,4.951243718581427,0.0011545377750647322
differences,45,52,0.0057163979066542315,4.951243718581427,0.0011545377750647322
millions,46,48,0.0057159041087809963,4.871201010907891,0.001173407563346615
operator,44,56,0.0057058368841760559,5.02535169073515,0.0011354104618579162
1980,44,56,0.0057058368841760559,5.02535169073515,0.0011354104618579162
pass,45,51,0.0056939789930127585,4.931825632724326,0.0011545377750647322
rival,45,51,0.0056939789930127585,4.931825632724326,0.0011545377750647322
43,45,51,0.0056939789930127585,4.931825632724326,0.0011545377750647322
conn.,45,51,0.0056939789930127585,4.931825632724326,0.0011545377750647322
expanding,46,47,0.0056911998791940284,4.850147601710058,0.001173407563346615
requires,46,47,0.0056911998791940284,4.850147601710058,0.001173407563346615
urged,46,47,0.0056911998791940284,4.850147601710058,0.001173407563346615
conventional,43,60,0.005685407107693676,5.0943445622221,0.0011160232760568829
toronto,44,55,0.0056853784845212708,5.007333185232471,0.0011354104618579162
door,45,50,0.0056711161117537915,4.912023005428146,0.0011545377750647322
described,45,50,0.0056711161117537915,4.912023005428146,0.0011545377750647322
now,568,1031,0.0056672758611494619,7.93828448401696,0.00071391695177465929
pricing,43,59,0.0056666499724491526,5.07753744390572,0.0011160232760568829
certificates,43,59,0.0056666499724491526,5.07753744390572,0.0011160232760568829
authorities,44,54,0.0056645446805113188,4.9889840465642745,0.0011354104618579162
municipal,40,78,0.0056581775827808213,5.356708826689592,0.0010562787274509254
sun,41,70,0.005649794155088708,5.248495242049359,0.0010764598031497224
pushed,45,49,0.0056477913229971378,4.891820298110627,0.0011545377750647322
discuss,45,49,0.0056477913229971378,4.891820298110627,0.0011545377750647322
caught,45,49,0.0056477913229971378,4.891820298110627,0.0011545377750647322
commitments,43,58,0.0056475721869291701,5.060443010546419,0.0011160232760568829
living,43,58,0.0056475721869291701,5.060443010546419,0.0011160232760568829
halt,44,53,0.005643321437134881,4.970291913552122,0.0011354104618579162
launch,44,53,0.005643321437134881,4.970291913552122,0.0011354104618579162
sec,37,107,0.0056394102781211286,5.672828834461906,0.00099410901380669859
farmers,37,107,0.0056394102781211286,5.672828834461906,0.00099410901380669859
coast,42,63,0.0056387984285025767,5.143134726391533,0.0010963738514504764
england,40,76,0.0056307402290578668,5.330733340286331,0.0010562787274509254
forecasts,45,48,0.0056239855770266701,4.871201010907891,0.0011545377750647322
succeed,45,48,0.0056239855770266701,4.871201010907891,0.0011545377750647322
fast,45,48,0.0056239855770266701,4.871201010907891,0.0011545377750647322
gm,34,156,0.0056230246598763002,6.049856007249537,0.00092944768489336513
triggered,44,52,0.0056216939172856447,4.951243718581427,0.0011354104618579162
handle,44,52,0.0056216939172856447,4.951243718581427,0.0011354104618579162
obtain,44,52,0.0056216939172856447,4.951243718581427,0.0011354104618579162
nuclear,42,61,0.0056034284627412721,5.110873864173311,0.0010963738514504764
instruments,42,61,0.0056034284627412721,5.110873864173311,0.0010963738514504764
relief,41,67,0.005602642392524412,5.204692619390966,0.0010764598031497224
aerospace,41,67,0.005602642392524412,5.204692619390966,0.0010764598031497224
liquidity,40,74,0.005602571126966575,5.30406509320417,0.0010562787274509254
vehicles,40,74,0.005602571126966575,5.30406509320417,0.0010562787274509254
pence,39,82,0.0056004322749786672,5.406719247264253,0.0010358282016978099
massive,45,47,0.005599678620813878,4.850147601710058,0.0011545377750647322
governments,45,47,0.005599678620813878,4.850147601710058,0.0011545377750647322
extraordinary,44,51,0.0055996464194542368,4.931825632724326,0.0011354104618579162
signal,44,51,0.0055996464194542368,4.931825632724326,0.0011354104618579162
urban,43,55,0.0055883003856914892,5.007333185232471,0.0011160232760568829
litigation,40,73,0.0055881997661269564,5.290459441148391,0.0010562787274509254
his,593,2119,0.0055871737582998179,8.6586995582683,0.00064526707742902992
film,38,90,0.0055828886080361833,5.499809670330265,0.0010151057841426955
criticism,44,50,0.005577162309249881,4.912023005428146,0.0011354104618579162
adopted,44,50,0.005577162309249881,4.912023005428146,0.0011354104618579162
manufacturer,44,50,0.005577162309249881,4.912023005428146,0.0011354104618579162
possibly,45,46,0.0055748488944879814,4.828641396489095,0.0011545377750647322
otherwise,45,46,0.0055748488944879814,4.828641396489095,0.0011545377750647322
automotive,41,65,0.0055700199019722866,5.174387269895637,0.0010764598031497224
bottom,44,49,0.005554223944003716,4.891820298110627,0.0011354104618579162
pick,44,49,0.005554223944003716,4.891820298110627,0.0011354104618579162
knows,44,49,0.005554223944003716,4.891820298110627,0.0011354104618579162
track,44,49,0.005554223944003716,4.891820298110627,0.0011354104618579162
pages,41,64,0.0055533302683857845,5.1588830833596715,0.0010764598031497224
troubles,45,45,0.0055494734164265305,4.80666248977032,0.0011545377750647322
allowing,45,45,0.0055494734164265305,4.80666248977032,0.0011545377750647322
pact,43,53,0.0055469614643214732,4.970291913552122,0.0011160232760568829
type,43,53,0.0055469614643214732,4.970291913552122,0.0011160232760568829
reporters,43,53,0.0055469614643214732,4.970291913552122,0.0011160232760568829
argued,43,53,0.0055469614643214732,4.970291913552122,0.0011160232760568829
thrifts,40,70,0.0055438738753041334,5.248495242049359,0.0010562787274509254
monetary,39,77,0.0055352643603417077,5.343805421853684,0.0010358282016978099
time,574,1032,0.0055330354638654621,7.939253946041508,0.00069692133561544774
excluding,44,48,0.0055308125895976766,4.871201010907891,0.0011354104618579162
limits,44,48,0.0055308125895976766,4.871201010907891,0.0011354104618579162
severe,44,48,0.0055308125895976766,4.871201010907891,0.0011354104618579162
excess,42,57,0.0055290695415779736,5.04305126783455,0.0010963738514504764
colleagues,43,52,0.005525703235367308,4.951243718581427,0.0011160232760568829
join,43,52,0.005525703235367308,4.951243718581427,0.0011160232760568829
bridge,39,76,0.005521723929599349,5.330733340286331,0.0010358282016978099
moody,35,122,0.0055212634978557039,5.804021044733257,0.00095128247387487761
hills,41,62,0.0055191540708478121,5.127134385045092,0.0010764598031497224
group,577,1102,0.0055117418609393265,8.00488198971286,0.0006885475473620362
extend,44,47,0.0055069083285366818,4.850147601710058,0.0011354104618579162
3.5,44,47,0.0055069083285366818,4.850147601710058,0.0011354104618579162
creating,44,47,0.0055069083285366818,4.850147601710058,0.0011354104618579162
louis,43,51,0.0055040321995743118,4.931825632724326,0.0011160232760568829
banker,43,51,0.0055040321995743118,4.931825632724326,0.0011160232760568829
traffic,41,61,0.0055016502737510638,5.110873864173311,0.0010764598031497224
buildings,40,67,0.005497606096783513,5.204692619390966,0.0010562787274509254
ii,41,60,0.0054838571446264609,5.0943445622221,0.0010764598031497224
36,44,46,0.0054824899581339369,4.828641396489095,0.0011354104618579162
typical,44,46,0.0054824899581339369,4.828641396489095,0.0011354104618579162
quarters,43,50,0.0054819320065846956,4.912023005428146,0.0011160232760568829
investing,43,50,0.0054819320065846956,4.912023005428146,0.0011160232760568829
covered,43,50,0.0054819320065846956,4.912023005428146,0.0011160232760568829
art,37,91,0.0054783951092507348,5.51085950651685,0.00099410901380669859
task,41,59,0.0054657649573520957,5.07753744390572,0.0010764598031497224
many,579,1090,0.0054599419493334359,7.993932975223189,0.00068301072403987662
faster,43,49,0.0054593853149789793,4.891820298110627,0.0011160232760568829
stage,43,49,0.0054593853149789793,4.891820298110627,0.0011160232760568829
heard,44,45,0.0054575348775052395,4.80666248977032,0.0011354104618579162
reorganization,38,78,0.0054376261139408369,5.356708826689592,0.0010151057841426955
acquiring,43,48,0.0054363737105250238,4.871201010907891,0.0011160232760568829
carried,43,48,0.0054363737105250238,4.871201010907891,0.0011160232760568829
controversial,43,48,0.0054363737105250238,4.871201010907891,0.0011160232760568829
opportunities,43,48,0.0054363737105250238,4.871201010907891,0.0011160232760568829
:,593,1664,0.0054311998410683203,8.416979621381154,0.00064526707742902992
jaguar,31,198,0.0054219117919691957,6.288267030694535,0.00086222670976018477
elections,39,69,0.0054216351281517888,5.23410650459726,0.0010358282016978099
philip,39,69,0.0054216351281517888,5.23410650459726,0.0010358282016978099
flight,40,62,0.0054156829837053123,5.127134385045092,0.0010562787274509254
par,36,96,0.0054131949561154564,5.564348191467836,0.0009728354103389589
factor,43,47,0.0054128776158198933,4.850147601710058,0.0011160232760568829
"500,000",43,47,0.0054128776158198933,4.850147601710058,0.0011160232760568829
guarantee,41,56,0.0054095890917668834,5.02535169073515,0.0010764598031497224
shipments,42,51,0.005407124663632152,4.931825632724326,0.0010963738514504764
high-yield,39,67,0.005391167396333608,5.204692619390966,0.0010358282016978099
realize,43,46,0.0053888761902136416,4.828641396489095,0.0011160232760568829
reducing,43,46,0.0053888761902136416,4.828641396489095,0.0011160232760568829
turmoil,43,46,0.0053888761902136416,4.828641396489095,0.0011160232760568829
lives,42,50,0.0053854135808746014,4.912023005428146,0.0010963738514504764
nobody,42,50,0.0053854135808746014,4.912023005428146,0.0010963738514504764
!,38,74,0.0053841871555809183,5.30406509320417,0.0010151057841426955
veto,35,104,0.0053694101380520496,5.6443908991413725,0.00095128247387487761
nevertheless,43,45,0.0053643472187332054,4.80666248977032,0.0011160232760568829
facing,43,45,0.0053643472187332054,4.80666248977032,0.0011160232760568829
badly,43,45,0.0053643472187332054,4.80666248977032,0.0011160232760568829
nature,42,49,0.0053632638608431659,4.891820298110627,0.0010963738514504764
privately,42,49,0.0053632638608431659,4.891820298110627,0.0010963738514504764
brand,35,103,0.0053602189315375744,5.634728988229636,0.00095128247387487761
stations,39,65,0.0053597762606640374,5.174387269895637,0.0010358282016978099
crime,38,72,0.0053563742984029869,5.276666119016055,0.0010151057841426955
crude,37,80,0.0053503211900770373,5.382026634673881,0.00099410901380669859
observers,42,48,0.0053406574135185384,4.871201010907891,0.0010963738514504764
ultimately,42,48,0.0053406574135185384,4.871201010907891,0.0010963738514504764
commitment,43,44,0.0053392669885228379,4.7841896339182615,0.0011160232760568829
equivalent,43,44,0.0053392669885228379,4.7841896339182615,0.0011160232760568829
visit,41,52,0.0053298148386504629,4.951243718581427,0.0010764598031497224
picture,41,52,0.0053298148386504629,4.951243718581427,0.0010764598031497224
fourth-quarter,41,52,0.0053298148386504629,4.951243718581427,0.0010764598031497224
researchers,36,88,0.0053285472074775927,5.477336814478207,0.0009728354103389589
students,36,88,0.0053285472074775927,5.477336814478207,0.0009728354103389589
republican,37,78,0.0053251525289500275,5.356708826689592,0.00099410901380669859
sees,42,47,0.005317575006190148,4.850147601710058,0.0010963738514504764
helping,42,47,0.005317575006190148,4.850147601710058,0.0010963738514504764
santa,36,87,0.0053174289674863791,5.465908118654584,0.0009728354103389589
1983,41,51,0.0053089120497711835,4.931825632724326,0.0010764598031497224
publisher,41,51,0.0053089120497711835,4.931825632724326,0.0010764598031497224
ensure,42,46,0.0052939961651419561,4.828641396489095,0.0010963738514504764
turning,42,46,0.0052939961651419561,4.828641396489095,0.0010963738514504764
assume,42,46,0.0052939961651419561,4.828641396489095,0.0010963738514504764
collapsed,42,46,0.0052939961651419561,4.828641396489095,0.0010963738514504764
administrative,42,46,0.0052939961651419561,4.828641396489095,0.0010963738514504764
progress,42,46,0.0052939961651419561,4.828641396489095,0.0010963738514504764
sets,42,46,0.0052939961651419561,4.828641396489095,0.0010963738514504764
liability,39,61,0.0052939872838309778,5.110873864173311,0.0010358282016978099
models,39,61,0.0052939872838309778,5.110873864173311,0.0010358282016978099
sports,35,96,0.0052932669130807243,5.564348191467836,0.00095128247387487761
business,589,1171,0.0052900019910711192,8.065613363597716,0.00065587101099419442
safe,40,55,0.0052891395248201431,5.007333185232471,0.0010562787274509254
relationship,40,55,0.0052891395248201431,5.007333185232471,0.0010562787274509254
processing,41,50,0.0052875953174900906,4.912023005428146,0.0010764598031497224
participants,41,50,0.0052875953174900906,4.912023005428146,0.0010764598031497224
movement,41,50,0.0052875953174900906,4.912023005428146,0.0010764598031497224
communist,38,67,0.0052833135826285665,5.204692619390966,0.0010151057841426955
residents,39,60,0.0052768657667155343,5.0943445622221,0.0010358282016978099
speed,39,60,0.0052768657667155343,5.0943445622221,0.0010358282016978099
newspapers,39,60,0.0052768657667155343,5.0943445622221,0.0010358282016978099
fixed,37,74,0.0052728189189717323,5.30406509320417,0.00099410901380669859
hired,42,45,0.0052698990665320218,4.80666248977032,0.0010963738514504764
comments,42,45,0.0052698990665320218,4.80666248977032,0.0010963738514504764
41,42,45,0.0052698990665320218,4.80666248977032,0.0010963738514504764
committed,42,45,0.0052698990665320218,4.80666248977032,0.0010963738514504764
tests,38,66,0.005268048546334593,5.189654742026425,0.0010151057841426955
died,41,49,0.0052658479151479814,4.891820298110627,0.0010764598031497224
road,41,49,0.0052658479151479814,4.891820298110627,0.0010764598031497224
proceedings,40,53,0.0052500136175064605,4.970291913552122,0.0010562787274509254
york-based,42,44,0.0052452604150084094,4.7841896339182615,0.0010963738514504764
enormous,42,44,0.0052452604150084094,4.7841896339182615,0.0010963738514504764
ran,42,44,0.0052452604150084094,4.7841896339182615,0.0010963738514504764
any,586,987,0.0052414142568125875,7.894670039433482,0.00066391809038655013
mail,38,64,0.0052368120576343066,5.1588830833596715,0.0010151057841426955
ratings,37,71,0.0052316775025458995,5.2626798770413155,0.00099410901380669859
generation,40,52,0.0052298934143625775,4.951243718581427,0.0010562787274509254
rebound,41,47,0.0052209889325839079,4.850147601710058,0.0010764598031497224
simple,41,47,0.0052209889325839079,4.850147601710058,0.0010764598031497224
faced,41,47,0.0052209889325839079,4.850147601710058,0.0010764598031497224
circumstances,42,43,0.0052200553083694042,4.761200115693562,0.0010963738514504764
becoming,42,43,0.0052200553083694042,4.761200115693562,0.0010963738514504764
numerous,42,43,0.0052200553083694042,4.761200115693562,0.0010963738514504764
arbitrage,33,115,0.0052125406740292698,5.74493212836325,0.00090732850407309153
ties,40,51,0.0052093825033439059,4.931825632724326,0.0010562787274509254
studies,39,56,0.0052054010047132386,5.02535169073515,0.0010358282016978099
under,583,842,0.0051988022420463784,7.7357800142423265,0.00067204628783068749
learned,41,46,0.0051978383671452515,4.828641396489095,0.0010764598031497224
heads,41,46,0.0051978383671452515,4.828641396489095,0.0010764598031497224
pushing,41,46,0.0051978383671452515,4.828641396489095,0.0010764598031497224
shot,41,46,0.0051978383671452515,4.828641396489095,0.0010764598031497224
everybody,41,46,0.0051978383671452515,4.828641396489095,0.0010764598031497224
responsibility,40,50,0.0051884654093833126,4.912023005428146,0.0010562787274509254
vehicle,39,55,0.0051867369285611168,5.007333185232471,0.0010358282016978099
prompted,41,45,0.0051741789575453128,4.80666248977032,0.0010764598031497224
easier,41,45,0.0051741789575453128,4.80666248977032,0.0010764598031497224
supposed,41,45,0.0051741789575453128,4.80666248977032,0.0010764598031497224
write,41,45,0.0051741789575453128,4.80666248977032,0.0010764598031497224
wait,41,45,0.0051741789575453128,4.80666248977032,0.0010764598031497224
moderate,41,45,0.0051741789575453128,4.80666248977032,0.0010764598031497224
file,39,54,0.0051677303732517348,4.9889840465642745,0.0010358282016978099
purchasing,39,54,0.0051677303732517348,4.9889840465642745,0.0010358282016978099
damages,38,59,0.0051542376285098135,5.07753744390572,0.0010151057841426955
resulted,41,44,0.0051499878315585945,4.7841896339182615,0.0010764598031497224
62,41,44,0.0051499878315585945,4.7841896339182615,0.0010764598031497224
regulations,39,53,0.0051483685347278613,4.970291913552122,0.0010358282016978099
jointly,40,48,0.0051453460049594481,4.871201010907891,0.0010562787274509254
watch,40,48,0.0051453460049594481,4.871201010907891,0.0010562787274509254
warner,29,200,0.0051391522059663587,6.298317366548036,0.00081595637483460287
digital,33,106,0.005138599721169766,5.663439094112067,0.00090732850407309153
broker,37,64,0.0051284921743427435,5.1588830833596715,0.00099410901380669859
damaged,37,64,0.0051284921743427435,5.1588830833596715,0.00099410901380669859
pulled,41,43,0.005125240539295927,4.761200115693562,0.0010764598031497224
founder,41,43,0.005125240539295927,4.761200115693562,0.0010764598031497224
presence,40,47,0.0051231077366834582,4.850147601710058,0.0010562787274509254
brands,35,80,0.0051198276114930519,5.382026634673881,0.00095128247387487761
blue,37,63,0.0051128365907280714,5.143134726391533,0.00099410901380669859
pictures,39,51,0.0051085240762320022,4.931825632724326,0.0010358282016978099
hot,40,46,0.0051003911896003607,4.828641396489095,0.0010562787274509254
aside,40,46,0.0051003911896003607,4.828641396489095,0.0010562787274509254
seeing,41,42,0.0050999109046857343,4.737669618283368,0.0010764598031497224
whatever,41,42,0.0050999109046857343,4.737669618283368,0.0010764598031497224
1.4,41,42,0.0050999109046857343,4.737669618283368,0.0010764598031497224
johnson,34,88,0.005090898021597969,5.477336814478207,0.00092944768489336513
names,38,55,0.0050829728794591486,5.007333185232471,0.0010151057841426955
assistance,38,55,0.0050829728794591486,5.007333185232471,0.0010151057841426955
ban,37,61,0.0050807657768037612,5.110873864173311,0.00099410901380669859
martin,40,45,0.0050771753379806901,4.80666248977032,0.0010562787274509254
seeks,40,45,0.0050771753379806901,4.80666248977032,0.0010562787274509254
contends,40,45,0.0050771753379806901,4.80666248977032,0.0010562787274509254
soviets,35,76,0.0050710331995148707,5.330733340286331,0.00095128247387487761
ruled,39,49,0.0050670854224207744,4.891820298110627,0.0010358282016978099
bringing,40,44,0.0050534377383990893,4.7841896339182615,0.0010562787274509254
expense,40,44,0.0050534377383990893,4.7841896339182615,0.0010562787274509254
anticipated,40,44,0.0050534377383990893,4.7841896339182615,0.0010562787274509254
apple,34,84,0.0050476601007649136,5.430816798843313,0.00092944768489336513
father,39,48,0.0050457273832372742,4.871201010907891,0.0010358282016978099
understand,39,48,0.0050457273832372742,4.871201010907891,0.0010358282016978099
normally,39,48,0.0050457273832372742,4.871201010907891,0.0010358282016978099
grown,39,48,0.0050457273832372742,4.871201010907891,0.0010358282016978099
consultants,38,53,0.0050453720703244262,4.970291913552122,0.0010151057841426955
station,37,58,0.0050306320106393012,5.060443010546419,0.00099410901380669859
star,37,58,0.0050306320106393012,5.060443010546419,0.00099410901380669859
panic,37,58,0.0050306320106393012,5.060443010546419,0.00099410901380669859
&,604,1279,0.0050295972270795351,8.153833801578843,0.00061683833022272837
impossible,40,43,0.0050291543993439946,4.761200115693562,0.0010562787274509254
formerly,40,43,0.0050291543993439946,4.761200115693562,0.0010562787274509254
threatened,40,43,0.0050291543993439946,4.761200115693562,0.0010562787274509254
attractive,40,43,0.0050291543993439946,4.761200115693562,0.0010562787274509254
weaker,40,43,0.0050291543993439946,4.761200115693562,0.0010562787274509254
answer,40,43,0.0050291543993439946,4.761200115693562,0.0010562787274509254
somewhat,40,43,0.0050291543993439946,4.761200115693562,0.0010562787274509254
voting,38,52,0.0050260361374321952,4.951243718581427,0.0010151057841426955
switzerland,38,51,0.0050063247261616728,4.931825632724326,0.0010151057841426955
swings,38,51,0.0050063247261616728,4.931825632724326,0.0010151057841426955
regarding,40,42,0.005004299635483267,4.737669618283368,0.0010562787274509254
surprised,40,42,0.005004299635483267,4.737669618283368,0.0010562787274509254
widespread,40,42,0.005004299635483267,4.737669618283368,0.0010562787274509254
confident,40,42,0.005004299635483267,4.737669618283368,0.0010562787274509254
rapid,40,42,0.005004299635483267,4.737669618283368,0.0010562787274509254
guaranteed,39,46,0.0050016429343689005,4.828641396489095,0.0010358282016978099
prudential-bache,39,46,0.0050016429343689005,4.828641396489095,0.0010358282016978099
tied,39,46,0.0050016429343689005,4.828641396489095,0.0010358282016978099
middle,39,45,0.0049788765629471075,4.80666248977032,0.0010358282016978099
playing,39,45,0.0049788765629471075,4.80666248977032,0.0010358282016978099
harder,39,45,0.0049788765629471075,4.80666248977032,0.0010358282016978099
two-thirds,40,41,0.0049788459043666545,4.713572066704308,0.0010562787274509254
elaborate,40,41,0.0049788459043666545,4.713572066704308,0.0010562787274509254
mass,40,41,0.0049788459043666545,4.713572066704308,0.0010562787274509254
58,40,41,0.0049788459043666545,4.713572066704308,0.0010562787274509254
exactly,40,41,0.0049788459043666545,4.713572066704308,0.0010562787274509254
mortgages,34,78,0.0049787806176144955,5.356708826689592,0.00092944768489336513
advisers,37,55,0.0049778350545730066,5.007333185232471,0.00099410901380669859
kidder,32,101,0.0049689457676585494,5.61512051684126,0.00088492237214772898
mother,38,49,0.0049657150795987424,4.891820298110627,0.0010151057841426955
code,39,44,0.0049555985450828559,4.7841896339182615,0.0010358282016978099
sophisticated,39,44,0.0049555985450828559,4.7841896339182615,0.0010358282016978099
check,39,44,0.0049555985450828559,4.7841896339182615,0.0010358282016978099
dr.,31,115,0.0049534339268342206,5.74493212836325,0.00086222670976018477
retired,40,40,0.004952763622962258,4.688879454113936,0.0010562787274509254
do,606,1190,0.0049442572750364004,8.081708586105574,0.00061178366212520749
eye,37,53,0.0049410119925127095,4.970291913552122,0.00099410901380669859
minor,36,59,0.0049396082227534492,5.07753744390572,0.0009728354103389589
targets,39,43,0.0049317853537622662,4.761200115693562,0.0010358282016978099
predict,39,43,0.0049317853537622662,4.761200115693562,0.0010358282016978099
movie,34,74,0.0049298510214023268,5.30406509320417,0.00092944768489336513
attack,38,47,0.0049234128844417033,4.850147601710058,0.0010151057841426955
lowered,38,47,0.0049234128844417033,4.850147601710058,0.0010151057841426955
sunday,37,52,0.0049220760101955936,4.951243718581427,0.00099410901380669859
chips,34,73,0.0049172052795976185,5.290459441148391,0.00092944768489336513
maximum,39,42,0.00490741180094481,4.737669618283368,0.0010358282016978099
turns,39,42,0.00490741180094481,4.737669618283368,0.0010358282016978099
status,39,42,0.00490741180094481,4.737669618283368,0.0010358282016978099
changing,39,42,0.00490741180094481,4.737669618283368,0.0010358282016978099
strongly,39,42,0.00490741180094481,4.737669618283368,0.0010358282016978099
gorbachev,32,94,0.0049053855682405006,5.543294782270004,0.00088492237214772898
branch,37,51,0.0049027723160141772,4.931825632724326,0.00099410901380669859
guy,38,46,0.0049015818111269429,4.828641396489095,0.0010151057841426955
parents,35,63,0.0048925739259935291,5.143134726391533,0.00095128247387487761
sony,29,147,0.0048879316571990503,5.990432586778736,0.00081595637483460287
shipping,37,50,0.0048830863457219901,4.912023005428146,0.00099410901380669859
retain,39,41,0.0048824508774273521,4.713572066704308,0.0010358282016978099
complained,39,41,0.0048824508774273521,4.713572066704308,0.0010358282016978099
closer,39,41,0.0048824508774273521,4.713572066704308,0.0010358282016978099
may,607,1109,0.0048809874643461143,8.011213987350366,0.00060926939063831636
*-6,38,45,0.0048792708957875819,4.80666248977032,0.0010151057841426955
match,38,45,0.0048792708957875819,4.80666248977032,0.0010151057841426955
soft,38,45,0.0048792708957875819,4.80666248977032,0.0010151057841426955
alternatives,38,45,0.0048792708957875819,4.80666248977032,0.0010151057841426955
documents,35,62,0.0048773530816946442,5.127134385045092,0.00095128247387487761
australian,35,62,0.0048773530816946442,5.127134385045092,0.00095128247387487761
baker,32,91,0.0048766828670797537,5.51085950651685,0.00088492237214772898
